IsCanceled,ArrivalDateWeekNumber,Country,MarketSegment,DepositType,CustomerType,RequiredCarParkingSpaces
0,45,EST,Online TA,No Deposit     ,Transient,0
0,46,EST,Online TA,No Deposit     ,Transient,0
0,45,FRA,Online TA,No Deposit     ,Transient,1
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,CHN,Offline TA/TO,No Deposit     ,Transient-Party,0
0,45,GBR,Online TA,No Deposit     ,Transient,0
0,45,MAR,Online TA,No Deposit     ,Transient,0
0,45,DEU,Offline TA/TO,No Deposit     ,Transient,0
0,45,BEL,Online TA,No Deposit     ,Transient,0
0,45,BEL,Online TA,No Deposit     ,Transient,0
0,45,ESP,Online TA,No Deposit     ,Transient,1
0,45,BEL,Online TA,No Deposit     ,Transient,0
0,45,BEL,Online TA,No Deposit     ,Transient,0
0,45,DEU,Offline TA/TO,No Deposit     ,Transient,0
0,45,ESP,Online TA,No Deposit     ,Transient,0
0,45,FRA,Online TA,No Deposit     ,Transient,0
0,45,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,45,ESP,Online TA,No Deposit     ,Transient,0
0,45,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,45,ESP,Online TA,No Deposit     ,Transient,0
0,45,ESP,Online TA,No Deposit     ,Transient,0
0,45,ESP,Online TA,No Deposit     ,Transient,0
0,45,ESP,Online TA,No Deposit     ,Transient,0
0,45,ESP,Direct,No Deposit     ,Transient,0
0,45,ITA,Online TA,No Deposit     ,Transient,0
0,45,NLD,Online TA,No Deposit     ,Transient,0
0,45,DEU,Online TA,No Deposit     ,Transient,0
0,45,NLD,Online TA,No Deposit     ,Transient,0
0,45,BRA,Online TA,No Deposit     ,Transient,0
0,45,DEU,Offline TA/TO,No Deposit     ,Transient,0
0,45,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,45,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,45,HUN,Direct,No Deposit     ,Transient,0
0,45,HUN,Direct,No Deposit     ,Transient,0
0,45,DEU,Offline TA/TO,No Deposit     ,Transient,0
0,45,DEU,Offline TA/TO,No Deposit     ,Transient,0
0,45,DEU,Offline TA/TO,No Deposit     ,Transient,0
0,45,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,45,DEU,Offline TA/TO,No Deposit     ,Transient,0
0,45,DEU,Offline TA/TO,No Deposit     ,Transient,0
0,45,ITA,Online TA,No Deposit     ,Transient,0
0,45,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,45,FRA,Online TA,No Deposit     ,Transient,0
0,45,FRA,Direct,No Deposit     ,Transient,0
0,45,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,45,LUX,Online TA,No Deposit     ,Transient,0
0,45,GBR,Direct,No Deposit     ,Transient,0
0,45,RUS,Online TA,No Deposit     ,Transient,0
0,45,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,45,FRA,Online TA,No Deposit     ,Transient,0
0,45,FRA,Online TA,No Deposit     ,Transient,0
0,45,SWE,Direct,No Deposit     ,Transient,0
0,45,DEU,Online TA,No Deposit     ,Transient,0
0,45,DEU,Online TA,No Deposit     ,Transient,0
0,45,GBR,Online TA,No Deposit     ,Transient,0
0,45,GBR,Online TA,No Deposit     ,Transient,0
0,45,GBR,Online TA,No Deposit     ,Transient,0
0,45,GBR,Online TA,No Deposit     ,Transient,0
0,45,GBR,Online TA,No Deposit     ,Transient,0
0,45,PRT,Corporate,No Deposit     ,Transient,1
0,45,CHE,Offline TA/TO,No Deposit     ,Transient,0
0,45,GBR,Online TA,No Deposit     ,Transient,0
0,45,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,45,PRT,Offline TA/TO,No Deposit     ,Transient,0
0,4,PRT,Complementary,No Deposit     ,Transient,0
0,45,PRT,Direct,No Deposit     ,Transient,0
0,45,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,46,DEU,Offline TA/TO,No Deposit     ,Transient,0
0,45,FRA,Online TA,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,46,BRA,Online TA,No Deposit     ,Transient,0
0,45,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,45,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,45,USA,Corporate,No Deposit     ,Transient,0
0,46,CN,Online TA,No Deposit     ,Transient,0
0,45,USA,Online TA,No Deposit     ,Transient,0
0,45,BEL,Offline TA/TO,No Deposit     ,Transient,0
0,45,DEU,Online TA,No Deposit     ,Transient,0
0,45,FRA,Online TA,No Deposit     ,Transient,0
0,45,FRA,Online TA,No Deposit     ,Transient,0
0,45,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,45,SWE,Online TA,No Deposit     ,Transient,0
0,45,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,46,CHE,Online TA,No Deposit     ,Transient,0
0,45,FRA,Online TA,No Deposit     ,Transient,0
0,45,CHE,Online TA,No Deposit     ,Transient,0
0,45,FRA,Online TA,No Deposit     ,Transient,0
0,45,SRB,Online TA,No Deposit     ,Transient,0
0,45,FRA,Direct,No Deposit     ,Transient,0
0,45,FIN,Online TA,No Deposit     ,Transient,0
0,45,ITA,Online TA,No Deposit     ,Transient,0
0,45,ITA,Online TA,No Deposit     ,Transient,0
0,45,CHN,Online TA,No Deposit     ,Transient,0
0,45,NLD,Online TA,No Deposit     ,Transient,0
0,45,DEU,Online TA,No Deposit     ,Transient,0
0,45,GBR,Online TA,No Deposit     ,Transient,0
0,45,GBR,Offline TA/TO,No Deposit     ,Transient,0
0,45,GBR,Offline TA/TO,No Deposit     ,Transient,0
0,45,GBR,Offline TA/TO,No Deposit     ,Transient,0
0,45,BEL,Online TA,No Deposit     ,Transient,0
0,45,CHE,Online TA,No Deposit     ,Transient,0
0,45,ITA,Online TA,No Deposit     ,Transient,0
0,45,DEU,Online TA,No Deposit     ,Transient,0
0,46,DNK,Online TA,No Deposit     ,Transient,0
0,45,USA,Online TA,No Deposit     ,Transient,0
0,46,USA,Online TA,No Deposit     ,Transient,0
0,45,KOR,Online TA,No Deposit     ,Transient,0
0,45,PRT,Online TA,No Deposit     ,Transient,0
0,45,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,45,DEU,Online TA,No Deposit     ,Transient,0
0,45,BRA,Direct,No Deposit     ,Transient,0
0,45,NLD,Direct,No Deposit     ,Transient,0
0,45,BRA,Online TA,No Deposit     ,Transient,0
0,45,FRA,Online TA,No Deposit     ,Transient,0
0,45,FRA,Online TA,No Deposit     ,Transient,0
0,45,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,45,GBR,Online TA,No Deposit     ,Transient,0
0,45,ESP,Offline TA/TO,No Deposit     ,Transient,0
0,45,NLD,Online TA,No Deposit     ,Transient,0
0,46,CN,Online TA,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,46,RUS,Offline TA/TO,No Deposit     ,Transient,0
0,46,PRT,Aviation,No Deposit     ,Transient,0
0,46,PRT,Complementary,No Deposit     ,Transient,0
0,46,PRT,Complementary,No Deposit     ,Group,0
0,18,PRT,Complementary,No Deposit     ,Transient,0
0,18,PRT,Direct,No Deposit     ,Transient,0
0,25,PRT,Complementary,No Deposit     ,Transient,0
0,45,BRA,Online TA,No Deposit     ,Transient,0
0,45,NOR,Online TA,No Deposit     ,Transient,0
0,46,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,45,PRT,Online TA,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,46,ITA,Online TA,No Deposit     ,Transient,0
0,46,ITA,Online TA,No Deposit     ,Transient,0
0,46,AUT,Online TA,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,45,FRA,Direct,No Deposit     ,Transient,0
0,45,GBR,Online TA,No Deposit     ,Transient,0
0,45,NLD,Online TA,No Deposit     ,Transient,0
0,45,NLD,Online TA,No Deposit     ,Transient,0
0,45,FRA,Online TA,No Deposit     ,Transient,0
0,46,CHE,Online TA,No Deposit     ,Transient,0
0,45,DEU,Online TA,No Deposit     ,Transient,0
0,46,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,45,ARG,Offline TA/TO,No Deposit     ,Transient,0
0,46,PRT,Offline TA/TO,No Deposit     ,Transient,0
0,46,JPN,Online TA,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,1
0,46,ISR,Groups,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,ITA,Online TA,No Deposit     ,Transient,0
0,46,ISR,Groups,No Deposit     ,Transient,0
0,45,PRT,Online TA,No Deposit     ,Transient,0
0,46,ISR,Groups,No Deposit     ,Transient,0
0,46,ISR,Groups,No Deposit     ,Transient,0
0,46,ISR,Groups,No Deposit     ,Transient,0
0,45,ITA,Offline TA/TO,No Deposit     ,Transient,0
0,46,BEL,Online TA,No Deposit     ,Transient,0
0,45,DEU,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,CN,Online TA,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,46,BEL,Online TA,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,DEU,Online TA,No Deposit     ,Transient,0
0,46,FRA,Corporate,No Deposit     ,Transient,0
0,46,FRA,Corporate,No Deposit     ,Transient,0
0,46,ESP,Corporate,No Deposit     ,Transient,0
0,45,USA,Online TA,No Deposit     ,Transient,0
0,46,PRT,Corporate,No Deposit     ,Transient,0
0,48,PRT,Corporate,No Deposit     ,Transient,1
0,45,BRA,Online TA,No Deposit     ,Transient,0
0,45,AGO,Direct,No Deposit     ,Transient,0
0,45,GRC,Offline TA/TO,No Deposit     ,Transient,0
0,46,FIN,Online TA,No Deposit     ,Transient,0
0,46,PRT,Corporate,No Deposit     ,Transient,0
0,52,PRT,Corporate,No Deposit     ,Transient,0
0,45,PRT,Online TA,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,45,DEU,Online TA,No Deposit     ,Transient,0
0,46,SVK,Online TA,No Deposit     ,Transient-Party,0
0,46,DEU,Direct,No Deposit     ,Transient,0
0,46,GBR,Corporate,No Deposit     ,Transient,0
0,46,GBR,Direct,No Deposit     ,Transient,0
0,46,DNK,Online TA,No Deposit     ,Transient,0
0,46,PRT,Direct,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,FIN,Direct,No Deposit     ,Transient,0
0,46,FIN,Direct,No Deposit     ,Transient,0
0,46,FIN,Direct,No Deposit     ,Transient,0
0,46,GBR,Direct,No Deposit     ,Transient,0
0,46,JPN,Corporate,No Deposit     ,Transient,0
0,46,DNK,Online TA,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,RUS,Online TA,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,DNK,Online TA,No Deposit     ,Transient,0
0,45,DEU,Online TA,No Deposit     ,Transient,0
0,46,DNK,Online TA,No Deposit     ,Transient,0
0,46,DEU,Online TA,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,NLD,Online TA,No Deposit     ,Transient,0
0,46,FRA,Direct,No Deposit     ,Transient,0
0,46,NLD,Online TA,No Deposit     ,Transient,0
0,46,DEU,Online TA,No Deposit     ,Transient,0
0,46,FIN,Online TA,No Deposit     ,Transient,0
0,46,NLD,Online TA,No Deposit     ,Transient,0
0,46,FRA,Direct,No Deposit     ,Transient,0
0,46,ARG,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,ESP,Direct,No Deposit     ,Transient-Party,0
0,46,ESP,Online TA,No Deposit     ,Transient,0
0,46,GBR,Direct,No Deposit     ,Transient,0
0,46,BEL,Direct,No Deposit     ,Transient-Party,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,POL,Online TA,No Deposit     ,Transient,0
0,46,ESP,Online TA,No Deposit     ,Transient,0
0,46,NLD,Online TA,No Deposit     ,Transient,0
0,46,NOR,Online TA,No Deposit     ,Transient,0
0,46,RUS,Online TA,No Deposit     ,Transient,0
0,46,EST,Online TA,No Deposit     ,Transient,0
0,46,SWE,Online TA,No Deposit     ,Transient,0
0,46,CHE,Online TA,No Deposit     ,Transient,0
0,46,POL,Online TA,No Deposit     ,Transient,0
0,46,PRT,Corporate,No Deposit     ,Transient,0
0,46,EST,Online TA,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,46,NOR,Online TA,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,46,NOR,Online TA,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,LVA,Online TA,No Deposit     ,Transient,0
0,46,ISR,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,ISR,Online TA,No Deposit     ,Transient,0
0,46,CHE,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,CN,Direct,No Deposit     ,Transient,0
0,46,SVN,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,TWN,Online TA,No Deposit     ,Transient,0
0,46,CHL,Online TA,No Deposit     ,Transient,0
0,46,ISR,Online TA,No Deposit     ,Transient,0
0,46,SVK,Online TA,No Deposit     ,Transient-Party,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,46,SVN,Online TA,No Deposit     ,Transient,0
0,46,GBR,Corporate,No Deposit     ,Transient,0
0,46,NLD,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,47,FRA,Online TA,No Deposit     ,Transient,0
0,46,NLD,Online TA,No Deposit     ,Transient,0
0,46,RUS,Online TA,No Deposit     ,Transient,0
0,46,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,46,USA,Online TA,No Deposit     ,Transient,1
0,46,USA,Online TA,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,46,CN,Online TA,No Deposit     ,Transient,0
0,46,EGY,Online TA,No Deposit     ,Transient,0
0,46,BEL,Aviation,No Deposit     ,Transient-Party,0
0,46,DEU,Online TA,No Deposit     ,Transient,0
0,46,ITA,Online TA,No Deposit     ,Transient,0
0,46,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,46,IRL,Online TA,No Deposit     ,Transient,0
0,46,DEU,Online TA,No Deposit     ,Transient,0
0,46,DNK,Online TA,No Deposit     ,Transient,0
0,46,DNK,Online TA,No Deposit     ,Transient,0
0,46,DEU,Online TA,No Deposit     ,Transient,0
0,46,KWT,Online TA,No Deposit     ,Transient,0
0,46,IRL,Online TA,No Deposit     ,Transient,0
0,46,USA,Online TA,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,43,JPN,Corporate,No Deposit     ,Transient,0
0,46,NZL,Corporate,No Deposit     ,Transient,0
0,46,ITA,Online TA,No Deposit     ,Transient,0
0,46,IRL,Online TA,No Deposit     ,Transient,0
0,46,ITA,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,POL,Online TA,No Deposit     ,Transient,0
0,46,POL,Online TA,No Deposit     ,Transient,0
0,46,POL,Online TA,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,CHE,Online TA,No Deposit     ,Transient,0
0,46,CHE,Online TA,No Deposit     ,Transient,0
0,46,PRT,Corporate,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,FIN,Online TA,No Deposit     ,Transient,0
0,46,IND,Online TA,No Deposit     ,Transient,0
0,46,EST,Online TA,No Deposit     ,Transient,0
0,46,CHE,Online TA,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,GRC,Corporate,No Deposit     ,Transient,1
0,46,BEL,Online TA,No Deposit     ,Transient,0
0,46,SWE,Online TA,No Deposit     ,Transient,0
0,46,FRA,Direct,No Deposit     ,Transient,0
0,46,PRT,Direct,No Deposit     ,Transient,0
0,46,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,46,TWN,Online TA,No Deposit     ,Transient,0
0,46,DEU,Online TA,No Deposit     ,Transient,0
0,46,DEU,Online TA,No Deposit     ,Transient,0
0,46,ITA,Online TA,No Deposit     ,Transient,0
0,46,IRL,Online TA,No Deposit     ,Transient,0
0,46,PRT,Corporate,No Deposit     ,Transient,0
0,45,TWN,Online TA,No Deposit     ,Transient,0
0,46,CHE,Online TA,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,ITA,Online TA,No Deposit     ,Transient,0
0,45,BRA,Online TA,No Deposit     ,Transient,0
0,46,FIN,Online TA,No Deposit     ,Transient,0
0,46,FIN,Online TA,No Deposit     ,Transient,0
0,45,TWN,Online TA,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,46,HRV,Online TA,No Deposit     ,Transient,0
0,45,NLD,Online TA,No Deposit     ,Transient,0
0,46,ESP,Online TA,No Deposit     ,Transient,0
0,46,ESP,Online TA,No Deposit     ,Transient,0
0,45,NLD,Online TA,No Deposit     ,Transient,0
0,46,USA,Online TA,No Deposit     ,Transient,0
0,46,PRT,Aviation,No Deposit     ,Transient-Party,0
0,46,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,GBR,Offline TA/TO,No Deposit     ,Transient,0
0,46,IND,Offline TA/TO,No Deposit     ,Transient,0
0,46,MAR,Online TA,No Deposit     ,Transient,0
0,46,BRA,Direct,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,SGP,Direct,No Deposit     ,Transient,0
0,46,ITA,Aviation,No Deposit     ,Transient-Party,0
0,46,LUX,Online TA,No Deposit     ,Transient,0
0,46,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,46,IRL,Online TA,No Deposit     ,Transient,0
0,45,DEU,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,ITA,Online TA,No Deposit     ,Transient,0
0,46,UKR,Online TA,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,JPN,Online TA,No Deposit     ,Transient,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,ITA,Online TA,No Deposit     ,Transient,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,THA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,46,AUS,Online TA,No Deposit     ,Transient,0
0,46,BEL,Online TA,No Deposit     ,Transient,0
0,46,PRT,Direct,No Deposit     ,Transient,0
0,45,BRA,Online TA,No Deposit     ,Transient,0
0,46,BEL,Direct,No Deposit     ,Transient,0
0,46,PRT,Aviation,No Deposit     ,Transient-Party,0
0,45,BRA,Online TA,No Deposit     ,Transient,0
0,46,TWN,Online TA,No Deposit     ,Transient,0
0,46,PRT,Complementary,No Deposit     ,Transient,0
0,46,NOR,Online TA,No Deposit     ,Transient,0
0,46,CHE,Online TA,No Deposit     ,Transient,0
0,46,PRT,Complementary,No Deposit     ,Transient,0
0,46,PRT,Complementary,No Deposit     ,Transient,0
0,46,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,IND,Online TA,No Deposit     ,Transient,0
0,46,BEL,Aviation,No Deposit     ,Transient-Party,0
0,46,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,46,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,CHE,Online TA,No Deposit     ,Transient,0
0,46,ZAF,Online TA,No Deposit     ,Transient,0
0,46,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,CHN,Online TA,No Deposit     ,Transient,0
0,46,PRT,Offline TA/TO,No Deposit     ,Transient,0
0,46,GBR,Offline TA/TO,No Deposit     ,Transient,0
0,46,DEU,Offline TA/TO,No Deposit     ,Transient,0
0,46,JPN,Direct,No Deposit     ,Transient,0
0,46,BEL,Online TA,No Deposit     ,Transient,0
0,46,IRL,Direct,No Deposit     ,Transient,0
0,46,IRL,Offline TA/TO,No Deposit     ,Transient,0
0,46,IRL,Offline TA/TO,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,USA,Online TA,No Deposit     ,Transient,0
0,46,BEL,Online TA,No Deposit     ,Transient,0
0,46,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,46,ITA,Online TA,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,46,RUS,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,FRA,Direct,No Deposit     ,Transient,0
0,46,FRA,Direct,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,BEL,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,GBR,Offline TA/TO,No Deposit     ,Transient,0
0,46,DNK,Online TA,No Deposit     ,Transient,0
0,46,ESP,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,47,NULL,Direct,No Deposit     ,Group,0
0,46,NLD,Online TA,No Deposit     ,Transient,0
0,46,FRA,Direct,No Deposit     ,Transient,0
0,46,BRA,Online TA,No Deposit     ,Transient,0
0,46,ESP,Online TA,No Deposit     ,Transient,0
0,46,USA,Online TA,No Deposit     ,Transient,0
0,46,ESP,Online TA,No Deposit     ,Transient,0
0,46,FRA,Direct,No Deposit     ,Transient,0
0,46,FRA,Direct,No Deposit     ,Transient-Party,0
0,46,FRA,Direct,No Deposit     ,Transient-Party,0
0,46,FRA,Direct,No Deposit     ,Transient-Party,0
0,46,PRT,Complementary,No Deposit     ,Transient,0
0,46,FRA,Direct,No Deposit     ,Transient-Party,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,USA,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,FRA,Direct,No Deposit     ,Transient,0
0,46,GBR,Online TA,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,46,DEU,Online TA,No Deposit     ,Transient,0
0,46,DEU,Online TA,No Deposit     ,Transient,0
0,46,USA,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,PRT,Complementary,No Deposit     ,Transient,1
0,46,PRT,Complementary,No Deposit     ,Transient,1
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,1
0,46,SGP,Online TA,No Deposit     ,Transient,0
0,46,PRT,Online TA,No Deposit     ,Transient,0
0,46,PRT,Complementary,No Deposit     ,Transient,0
0,46,ESP,Direct,No Deposit     ,Transient,0
0,46,BRA,Online TA,No Deposit     ,Transient,0
0,46,THA,Online TA,No Deposit     ,Transient,0
0,46,FRA,Direct,No Deposit     ,Transient,0
0,46,DEU,Online TA,No Deposit     ,Transient,0
0,46,MEX,Online TA,No Deposit     ,Transient,0
0,46,NLD,Online TA,No Deposit     ,Transient,0
0,46,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,46,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,45,FRA,Online TA,No Deposit     ,Transient,0
0,46,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,USA,Direct,No Deposit     ,Transient,0
0,46,ESP,Online TA,No Deposit     ,Transient,0
0,46,FRA,Offline TA/TO,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,DEU,Online TA,No Deposit     ,Transient,0
0,46,CHE,Online TA,No Deposit     ,Transient,1
0,46,FRA,Online TA,No Deposit     ,Transient,0
0,46,USA,Direct,No Deposit     ,Transient,0
0,47,GBR,Online TA,No Deposit     ,Transient,0
0,47,GBR,Online TA,No Deposit     ,Transient,0
0,47,GBR,Online TA,No Deposit     ,Transient,0
0,47,GBR,Online TA,No Deposit     ,Transient,0
0,47,GBR,Online TA,No Deposit     ,Transient,0
0,46,LTU,Online TA,No Deposit     ,Transient,0
